                          Bigram               Count*          Probability
                       debt owed           0.42362073         1.5501912E-5
                         owed to           0.42362073         1.5501912E-5
                          to the                  0.0                  0.0
                      the parent            4.8774195         1.7848353E-4
                   parent before           0.42362073         1.5501912E-5
                      before the                 8.47          3.099499E-4
                     the planned           0.42362073         1.5501912E-5
                 planned spinoff           0.42362073         1.5501912E-5
                  Cineplex Odeon           0.42362073         1.5501912E-5
                     Odeon Corp.           0.42362073         1.5501912E-5
                 Corp. directors           0.42362073         1.5501912E-5
                  directors said            1.5078534         5.5178152E-5
                        said the                  0.0                  0.0
                     the company              86.0119         0.0031475062
                      company 's             44.02381         0.0016110005
                     's chairman                  0.0                  0.0
                    chairman and                  0.0                  0.0
                       and chief                  0.0                  0.0
                 chief executive                  0.0                  0.0
                     executive ,             40.11111         0.0014678198
                         , Garth            1.5078534         5.5178152E-5
                 Garth Drabinsky            1.5078534         5.5178152E-5
                     Drabinsky ,            1.5078534         5.5178152E-5
                            , is            28.928572         0.0010586077
                  is considering           0.42362073         1.5501912E-5
             considering bidding           0.42362073         1.5501912E-5
                   bidding 780.6           0.42362073         1.5501912E-5
                   780.6 million           0.42362073         1.5501912E-5
                million Canadian           0.42362073         1.5501912E-5
                Canadian dollars            1.5078534         5.5178152E-5
                   dollars -LRB-            2.5416667          9.300936E-5
                       -LRB- US$            1.5078534         5.5178152E-5
                         US$ 666           0.42362073         1.5501912E-5
                     666 million           0.42362073         1.5501912E-5
                   million -RRB-            1.5078534         5.5178152E-5
                        -RRB- to           0.42362073         1.5501912E-5
                      to acquire            3.1762295         1.1623045E-4
                     acquire the            1.5078534         5.5178152E-5
                     the company              86.0119         0.0031475062
                          AMR 's            1.5078534         5.5178152E-5
                        's board                  0.0                  0.0
                         board ,                  0.0                  0.0
                            , in             5.688889         2.0817832E-4
                            in a            31.304348         0.0011455464
                     a statement            16.095238          5.889866E-4
                 statement after            1.5078534         5.5178152E-5
                         after a            4.2777777         1.5654034E-4
                       a regular           0.42362073         1.5501912E-5
                 regular meeting           0.42362073         1.5501912E-5
               meeting yesterday           0.42362073         1.5501912E-5
                     yesterday ,            2.5416667          9.300936E-5
                          , said                  0.0                  0.0
                          said :            4.2777777         1.5654034E-4
                            : ``            16.095238          5.889866E-4
               `` Ill-considered           0.42362073         1.5501912E-5
              Ill-considered and           0.42362073         1.5501912E-5
                    and reckless            1.5078534         5.5178152E-5
            reckless acquisition           0.42362073         1.5501912E-5
           acquisition proposals           0.42362073         1.5501912E-5
             proposals adversely           0.42362073         1.5501912E-5
                adversely affect           0.42362073         1.5501912E-5
                 affect employee           0.42362073         1.5501912E-5
                      employee ,           0.42362073         1.5501912E-5
                     , financial           0.42362073         1.5501912E-5
                   financial and            2.5416667          9.300936E-5
                    and business           0.42362073         1.5501912E-5
          business relationships           0.42362073         1.5501912E-5
               relationships and           0.42362073         1.5501912E-5
                         and are           0.42362073         1.5501912E-5
                    are contrary           0.42362073         1.5501912E-5
                     contrary to           0.42362073         1.5501912E-5
                          to the                  0.0                  0.0
                        the best           0.42362073         1.5501912E-5
                  best interests           0.42362073         1.5501912E-5
                    interests of           0.42362073         1.5501912E-5
                          of AMR            1.5078534         5.5178152E-5
                AMR shareholders           0.42362073         1.5501912E-5
                shareholders ...           0.42362073         1.5501912E-5
                       Bob Evans           0.42362073         1.5501912E-5
                      Evans Inc.           0.42362073         1.5501912E-5
                       Inc. said            11.870689         4.3439417E-4
                        said its            5.7619047         2.1085025E-4
                       its board             36.02941         0.0013184547
                board authorized            4.2777777         1.5654034E-4
                  authorized the            4.2777777         1.5654034E-4
                    the purchase             6.025974         2.2051355E-4
                     purchase of            4.2777777         1.5654034E-4
                           of as            4.2777777         1.5654034E-4
                         as many             6.025974         2.2051355E-4
                         many as             6.025974         2.2051355E-4
                      as 500,000            1.5078534         5.5178152E-5
                  500,000 shares           0.42362073         1.5501912E-5
                       shares of            1.5078534         5.5178152E-5
                          of its           15.5172415          5.678355E-4
                      its common            4.8774195         1.7848353E-4
                         Leon J.           0.42362073         1.5501912E-5
                        J. Level           0.42362073         1.5501912E-5
                         Level ,           0.42362073         1.5501912E-5
                          , vice            24.083334         8.8130176E-4
                  vice president            13.090909          4.790467E-4
                   president and             47.02222         0.0017207238
                       and chief                  0.0                  0.0
                 chief financial             6.025974         2.2051355E-4
               financial officer            4.2777777         1.5654034E-4
                      officer of                  0.0                  0.0
                         of this                  0.0                  0.0
                   this computer           0.42362073         1.5501912E-5
               computer services           0.42362073         1.5501912E-5
                services concern            4.8774195         1.7848353E-4
                       concern ,             6.535948         2.3917545E-4
                           , and                  0.0                  0.0
                          and F.           0.42362073         1.5501912E-5
                       F. Warren           0.42362073         1.5501912E-5
                 Warren McFarlan           0.42362073         1.5501912E-5
                      McFarlan ,           0.42362073         1.5501912E-5
                             , a                  0.0                  0.0
                     a professor           0.42362073         1.5501912E-5
                    professor at            1.5078534         5.5178152E-5
                      at Harvard           0.42362073         1.5501912E-5
              Harvard University           0.42362073         1.5501912E-5
                   University 's           0.42362073         1.5501912E-5
                     's Graduate           0.42362073         1.5501912E-5
                 Graduate School           0.42362073         1.5501912E-5
                       School of            1.5078534         5.5178152E-5
                     of Business           0.42362073         1.5501912E-5
                      Business ,            1.5078534         5.5178152E-5
                          , were            13.090909          4.790467E-4
                    were elected            4.2777777         1.5654034E-4
               elected directors            4.8774195         1.7848353E-4
                     directors ,            11.870689         4.3439417E-4
                    , increasing            4.7115383          1.724133E-4
                increasing board            3.1762295         1.1623045E-4
                board membership            3.1762295         1.1623045E-4
                   membership to            4.8774195         1.7848353E-4
                         to nine            4.8774195         1.7848353E-4
                     Although he           0.42362073         1.5501912E-5
                       he called           0.42362073         1.5501912E-5
                  called current           0.42362073         1.5501912E-5
                  current market            1.5078534         5.5178152E-5
               market conditions            1.5078534         5.5178152E-5
                   conditions ``           0.42362073         1.5501912E-5
                       `` highly           0.42362073         1.5501912E-5
              highly competitive           0.42362073         1.5501912E-5
                   competitive ,            1.5078534         5.5178152E-5
                            , ''                  0.0                  0.0
                          '' Mr.            11.870689         4.3439417E-4
                     Mr. LaMothe           0.42362073         1.5501912E-5
                       LaMothe ,           0.42362073         1.5501912E-5
                       , Kellogg           0.42362073         1.5501912E-5
                      Kellogg 's           0.42362073         1.5501912E-5
                     's chairman                  0.0                  0.0
                    chairman and                  0.0                  0.0
                       and chief                  0.0                  0.0
                 chief executive                  0.0                  0.0
               executive officer            116.00877          0.004245207
                       officer ,                  0.0                  0.0
                      , forecast           0.42362073         1.5501912E-5
                     forecast an           0.42362073         1.5501912E-5
                     an earnings           0.42362073         1.5501912E-5
               earnings increase           0.42362073         1.5501912E-5
                    increase for           0.42362073         1.5501912E-5
                         for the                  0.0                  0.0
                        the full            2.5416667          9.300936E-5
                       full year           0.42362073         1.5501912E-5
                      `` Opening           0.42362073         1.5501912E-5
                      Opening ''           0.42362073         1.5501912E-5
                        '' -LRB-            1.5078534         5.5178152E-5
                      -LRB- 1981           0.42362073         1.5501912E-5
                      1981 -RRB-           0.42362073         1.5501912E-5
                         -RRB- ,            31.304348         0.0011455464
                          , from           0.42362073         1.5501912E-5
                 from Glassworks           0.42362073         1.5501912E-5
                    Glassworks ,           0.42362073         1.5501912E-5
                    , introduces           0.42362073         1.5501912E-5
                  introduces the           0.42362073         1.5501912E-5
                    the audience           0.42362073         1.5501912E-5
                     audience to           0.42362073         1.5501912E-5
                          to the                  0.0                  0.0
                       the Glass           0.42362073         1.5501912E-5
                 Glass technique           0.42362073         1.5501912E-5
                     technique :           0.42362073         1.5501912E-5
                         : Never           0.42362073         1.5501912E-5
                  Never straying           0.42362073         1.5501912E-5
                    straying too           0.42362073         1.5501912E-5
                         too far           0.42362073         1.5501912E-5
                        far from           0.42362073         1.5501912E-5
                        from the            96.181816         0.0035196624
                       the piano           0.42362073         1.5501912E-5
                        piano 's           0.42362073         1.5501912E-5
                       's center           0.42362073         1.5501912E-5
                        center ,           0.42362073         1.5501912E-5
                           , Mr.            19.358025         7.0838456E-4
                       Mr. Glass            1.5078534         5.5178152E-5
                     Glass works           0.42362073         1.5501912E-5
                        works in           0.42362073         1.5501912E-5
                          in the                  0.0                  0.0
                         the two            4.8774195         1.7848353E-4
                     two octaves           0.42362073         1.5501912E-5
                      octaves on           0.42362073         1.5501912E-5
                       on either           0.42362073         1.5501912E-5
                     either side           0.42362073         1.5501912E-5
                         side of           0.42362073         1.5501912E-5
                       of middle           0.42362073         1.5501912E-5
                        middle C           0.42362073         1.5501912E-5
                             C ,           0.42362073         1.5501912E-5
                           , and                  0.0                  0.0
                         and his            2.5416667          9.300936E-5
                     his fingers           0.42362073         1.5501912E-5
                  fingers seldom           0.42362073         1.5501912E-5
                    seldom leave           0.42362073         1.5501912E-5
                       leave the           0.42362073         1.5501912E-5
                        the keys           0.42362073         1.5501912E-5
                     Even though           0.42362073         1.5501912E-5
                       though it           0.42362073         1.5501912E-5
                         it will            3.1762295         1.1623045E-4
                         will be            26.041666          9.529647E-4
                  be independent            1.5078534         5.5178152E-5
                  independent of           0.42362073         1.5501912E-5
                     of official           0.42362073         1.5501912E-5
             official television           0.42362073         1.5501912E-5
                    television ,           0.42362073         1.5501912E-5
                          , Nika           0.42362073         1.5501912E-5
                       Nika will           0.42362073         1.5501912E-5
                       will have           0.42362073         1.5501912E-5
                         have an            1.5078534         5.5178152E-5
                    an oversight           0.42362073         1.5501912E-5
                 oversight board           0.42362073         1.5501912E-5
                      board that            4.2777777         1.5654034E-4
                       that will            1.5078534         5.5178152E-5
                    will include            1.5078534         5.5178152E-5
                 include members           0.42362073         1.5501912E-5
                      members of            3.1762295         1.1623045E-4
                          of the                  0.0                  0.0
                   the Communist           0.42362073         1.5501912E-5
                 Communist youth           0.42362073         1.5501912E-5
                    youth league           0.42362073         1.5501912E-5
                     Prices were           0.42362073         1.5501912E-5
                         were up            1.5078534         5.5178152E-5
                       up across            1.5078534         5.5178152E-5
                      across the            4.7115383          1.724133E-4
                       the board                  0.0                  0.0
                         board ,                  0.0                  0.0
                          , with             6.535948         2.3917545E-4
                       with most           0.42362073         1.5501912E-5
                  most blue-chip           0.42362073         1.5501912E-5
                blue-chip stocks           0.42362073         1.5501912E-5
              stocks registering           0.42362073         1.5501912E-5
               registering solid           0.42362073         1.5501912E-5
                     solid gains           0.42362073         1.5501912E-5
                    Alfred Sikes            1.5078534         5.5178152E-5
                         Sikes ,            1.5078534         5.5178152E-5
                           , the                  0.0                  0.0
                         the new            31.304348         0.0011455464
                         new FCC           0.42362073         1.5501912E-5
                    FCC chairman           0.42362073         1.5501912E-5
                      chairman ,                  0.0                  0.0
                    , championed           0.42362073         1.5501912E-5
         championed deregulation           0.42362073         1.5501912E-5
                 deregulation of           0.42362073         1.5501912E-5
                         of AT&T           0.42362073         1.5501912E-5
                         AT&T at           0.42362073         1.5501912E-5
                          at his            2.5416667          9.300936E-5
                        his last           0.42362073         1.5501912E-5
                        last job           0.42362073         1.5501912E-5
                          job as           0.42362073         1.5501912E-5
                         as head           0.42362073         1.5501912E-5
                         head of             6.535948         2.3917545E-4
                            of a               10.816         3.9579903E-4
                      a Commerce           0.42362073         1.5501912E-5
             Commerce Department           0.42362073         1.5501912E-5
   Department telecommunications           0.42362073         1.5501912E-5
       telecommunications agency           0.42362073         1.5501912E-5
                       The group            2.5416667          9.300936E-5
               group temporarily           0.42362073         1.5501912E-5
                temporarily will           0.42362073         1.5501912E-5
                     will report            1.5078534         5.5178152E-5
                       report to           0.42362073         1.5501912E-5
                       to Irving           0.42362073         1.5501912E-5
                       Irving W.           0.42362073         1.5501912E-5
                       W. Bailey           0.42362073         1.5501912E-5
                       Bailey II           0.42362073         1.5501912E-5
                            II ,            4.2777777         1.5654034E-4
                      , chairman                  0.0                  0.0
                      chairman ,                  0.0                  0.0
                     , president                  0.0                  0.0
                   president and             47.02222         0.0017207238
                       and chief                  0.0                  0.0
                 chief executive                  0.0                  0.0
               executive officer            116.00877          0.004245207
                      officer of                  0.0                  0.0
                      of Capital            2.5416667          9.300936E-5
                 Capital Holding            2.5416667          9.300936E-5
                     Meanwhile ,            4.8774195         1.7848353E-4
                       , another            1.5078534         5.5178152E-5
                another hospital           0.42362073         1.5501912E-5
                     hospital 's           0.42362073         1.5501912E-5
                     's proposal            1.5078534         5.5178152E-5
                    proposal for            1.5078534         5.5178152E-5
                           for a             5.688889         2.0817832E-4
                a new-generation           0.42362073         1.5501912E-5
     new-generation lithotripter           0.42362073         1.5501912E-5
                 lithotripter is           0.42362073         1.5501912E-5
                      is pending           0.42362073         1.5501912E-5
                  pending before           0.42362073         1.5501912E-5
                      before the                 8.47          3.099499E-4
                       the board                  0.0                  0.0
                      board that            4.2777777         1.5654034E-4
                that administers           0.42362073         1.5501912E-5
                 administers the           0.42362073         1.5501912E-5
         the certificate-of-need           0.42362073         1.5501912E-5
         certificate-of-need law           0.42362073         1.5501912E-5
                   Mr. Brissette           0.42362073         1.5501912E-5
                  Brissette will           0.42362073         1.5501912E-5
                     will remain            4.7115383          1.724133E-4
                        remain a            3.1762295         1.1623045E-4
                       a Canonie           0.42362073         1.5501912E-5
                   Canonie board           0.42362073         1.5501912E-5
                    board member            3.1762295         1.1623045E-4
                      member and           0.42362073         1.5501912E-5
                        and will            4.8774195         1.7848353E-4
                         will be            26.041666          9.529647E-4
                            be a            3.1762295         1.1623045E-4
                    a consultant            4.8774195         1.7848353E-4
                   consultant to            1.5078534         5.5178152E-5
                          to the                  0.0                  0.0
                     the company              86.0119         0.0031475062
                        Roger M.           0.42362073         1.5501912E-5
                       M. Marino           0.42362073         1.5501912E-5
                        Marino ,           0.42362073         1.5501912E-5
                     , president                  0.0                  0.0
                     president ,            31.578947         0.0011555951
                           , was            53.019608         0.0019401913
                       was named             44.02381         0.0016110005
                        named to            13.090909          4.790467E-4
                          to the                  0.0                  0.0
                         the new            31.304348         0.0011455464
                        new post            4.2777777         1.5654034E-4
                         post of             6.025974         2.2051355E-4
                         of vice            4.8774195         1.7848353E-4
                   vice chairman                  0.0                  0.0
               Chairman Gonzalez           0.42362073         1.5501912E-5
              Gonzalez expresses           0.42362073         1.5501912E-5
              expresses sympathy           0.42362073         1.5501912E-5
                    sympathy for           0.42362073         1.5501912E-5
                        for Sen.           0.42362073         1.5501912E-5
                     Sen. Riegle            1.5078534         5.5178152E-5
                        Riegle ,            1.5078534         5.5178152E-5
                           , his            1.5078534         5.5178152E-5
                 his counterpart           0.42362073         1.5501912E-5
                  counterpart as           0.42362073         1.5501912E-5
                     as chairman               10.816         3.9579903E-4
                     chairman of                  0.0                  0.0
                          of the                  0.0                  0.0
                      the Senate            11.870689         4.3439417E-4
                  Senate Banking            1.5078534         5.5178152E-5
               Banking Committee            3.1762295         1.1623045E-4
                 The acquisition           0.42362073         1.5501912E-5
                  acquisition is           0.42362073         1.5501912E-5
                      is subject            2.5416667          9.300936E-5
                      subject to            2.5416667          9.300936E-5
                     to approval           0.42362073         1.5501912E-5
                     approval by            1.5078534         5.5178152E-5
                   by Kennametal           0.42362073         1.5501912E-5
                   Kennametal 's           0.42362073         1.5501912E-5
                        's board                  0.0                  0.0
                     CBS pursues           0.42362073         1.5501912E-5
                     pursues top           0.42362073         1.5501912E-5
                      top sports           0.42362073         1.5501912E-5
                       sports ``           0.42362073         1.5501912E-5
                           `` to            3.1762295         1.1623045E-4
                        to belie           0.42362073         1.5501912E-5
                       belie the           0.42362073         1.5501912E-5
                        the fact            1.5078534         5.5178152E-5
                       fact that            1.5078534         5.5178152E-5
                       that they            3.1762295         1.1623045E-4
                        they are           0.42362073         1.5501912E-5
                         are n't            4.2777777         1.5654034E-4
                  n't supporting           0.42362073         1.5501912E-5
           supporting affiliates           0.42362073         1.5501912E-5
                    affiliates ,           0.42362073         1.5501912E-5
                       , viewers           0.42362073         1.5501912E-5
                     viewers and           0.42362073         1.5501912E-5
                 and advertisers           0.42362073         1.5501912E-5
                   advertisers ,           0.42362073         1.5501912E-5
                            , ''                  0.0                  0.0
                      '' charges           0.42362073         1.5501912E-5
                  charges Thomas           0.42362073         1.5501912E-5
                       Thomas H.           0.42362073         1.5501912E-5
                        H. Wyman           0.42362073         1.5501912E-5
                         Wyman ,           0.42362073         1.5501912E-5
                           , who                  0.0                  0.0
                         who was                 8.47          3.099499E-4
                      was ousted           0.42362073         1.5501912E-5
                       ousted as           0.42362073         1.5501912E-5
                     as chairman               10.816         3.9579903E-4
                     chairman of                  0.0                  0.0
                          of CBS           0.42362073         1.5501912E-5
                        CBS Inc.           0.42362073         1.5501912E-5
                      Inc. after           0.42362073         1.5501912E-5
                  after Laurence           0.42362073         1.5501912E-5
                     Laurence A.           0.42362073         1.5501912E-5
                        A. Tisch           0.42362073         1.5501912E-5
                    Tisch bought           0.42362073         1.5501912E-5
                        bought a           0.42362073         1.5501912E-5
                          a 24.9           0.42362073         1.5501912E-5
                          24.9 %           0.42362073         1.5501912E-5
                         % stake            16.095238          5.889866E-4
                        stake in            4.7115383          1.724133E-4
                          in the                  0.0                  0.0
                     the company              86.0119         0.0031475062
                     company and            11.870689         4.3439417E-4
                        and took            2.5416667          9.300936E-5
                       took over           0.42362073         1.5501912E-5
                      over three           0.42362073         1.5501912E-5
                     three years            2.5416667          9.300936E-5
                       years ago             6.025974         2.2051355E-4
                         It will           0.42362073         1.5501912E-5
                         will be            26.041666          9.529647E-4
                         be hard           0.42362073         1.5501912E-5
                       hard down           0.42362073         1.5501912E-5
                        down the             6.025974         2.2051355E-4
                        the road                 14.7         5.3792953E-4
                         road to            3.1762295         1.1623045E-4
                     to persuade           0.42362073         1.5501912E-5
               persuade Congress           0.42362073         1.5501912E-5
                     Congress to           0.42362073         1.5501912E-5
                      to approve            3.1762295         1.1623045E-4
                   approve money           0.42362073         1.5501912E-5
                       money for            1.5078534         5.5178152E-5
                         for SDI           0.42362073         1.5501912E-5
                       SDI plans           0.42362073         1.5501912E-5
                        plans if           0.42362073         1.5501912E-5
                    if lawmakers           0.42362073         1.5501912E-5
                  lawmakers fear           0.42362073         1.5501912E-5
                      fear those           0.42362073         1.5501912E-5
                     those plans           0.42362073         1.5501912E-5
                     plans could           0.42362073         1.5501912E-5
                   could scuttle           0.42362073         1.5501912E-5
                       scuttle a           0.42362073         1.5501912E-5
                     a completed           0.42362073         1.5501912E-5
                completed treaty           0.42362073         1.5501912E-5
                          He was            4.2777777         1.5654034E-4
                     was quickly           0.42362073         1.5501912E-5
                      quickly on           0.42362073         1.5501912E-5
                          on the             67.01538         0.0024523505
                       the phone           0.42362073         1.5501912E-5
                      phone with           0.42362073         1.5501912E-5
                        with Mr.            1.5078534         5.5178152E-5
                     Mr. Mullins           0.42362073         1.5501912E-5
                       Mullins ,           0.42362073         1.5501912E-5
                           , who                  0.0                  0.0
                          who in           0.42362073         1.5501912E-5
                         in turn            1.5078534         5.5178152E-5
                        turn was           0.42362073         1.5501912E-5
                     was talking           0.42362073         1.5501912E-5
                    talking with           0.42362073         1.5501912E-5
                        with the               10.816         3.9579903E-4
                    the chairmen           0.42362073         1.5501912E-5
                     chairmen of           0.42362073         1.5501912E-5
                          of the                  0.0                  0.0
                         the New             6.535948         2.3917545E-4
                        New York            42.057693         0.0015390527
                        York and            2.5416667          9.300936E-5
                     and Chicago           0.42362073         1.5501912E-5
               Chicago exchanges           0.42362073         1.5501912E-5
                      The French           0.42362073         1.5501912E-5
         French state-controlled           0.42362073         1.5501912E-5
           state-controlled auto           0.42362073         1.5501912E-5
                      auto group           0.42362073         1.5501912E-5
                       group and            3.1762295         1.1623045E-4
                         and the                  0.0                  0.0
                       the Dutch            1.5078534         5.5178152E-5
                     Dutch truck           0.42362073         1.5501912E-5
                     truck maker           0.42362073         1.5501912E-5
                      maker plan           0.42362073         1.5501912E-5
                         plan to            4.2777777         1.5654034E-4
                  to incorporate           0.42362073         1.5501912E-5
                 incorporate the           0.42362073         1.5501912E-5
                         the new            31.304348         0.0011455464
                      new trucks           0.42362073         1.5501912E-5
                     trucks into           0.42362073         1.5501912E-5
                      into their           0.42362073         1.5501912E-5
                   their product           0.42362073         1.5501912E-5
                   product lines           0.42362073         1.5501912E-5
                      lines when           0.42362073         1.5501912E-5
                       when they           0.42362073         1.5501912E-5
                      they begin           0.42362073         1.5501912E-5
                begin production           0.42362073         1.5501912E-5
               production toward           0.42362073         1.5501912E-5
                      toward the            4.8774195         1.7848353E-4
                      the middle             9.529411          3.487178E-4
                       middle of            16.095238          5.889866E-4
                          of the                  0.0                  0.0
                       the 1990s            1.5078534         5.5178152E-5
                      The Camden           0.42362073         1.5501912E-5
                   Camden County           0.42362073         1.5501912E-5
              County congressman           0.42362073         1.5501912E-5
               congressman still           0.42362073         1.5501912E-5
                   still carries           0.42362073         1.5501912E-5
                 carries himself           0.42362073         1.5501912E-5
                    himself with           0.42362073         1.5501912E-5
                          with a            4.7115383          1.724133E-4
                     a trademark           0.42362073         1.5501912E-5
                    trademark ``           0.42362073         1.5501912E-5
  `` I'm-coming-down-your-throat           0.42362073         1.5501912E-5
  I'm-coming-down-your-throat ''           0.42362073         1.5501912E-5
                    '' intensity           0.42362073         1.5501912E-5
                     intensity ,           0.42362073         1.5501912E-5
                           , but            26.041666          9.529647E-4
                          but at           0.42362073         1.5501912E-5
                            at a            24.083334         8.8130176E-4
                         a pause           0.42362073         1.5501912E-5
                        pause in           0.42362073         1.5501912E-5
                       in Newark            1.5078534         5.5178152E-5
                       Newark 's           0.42362073         1.5501912E-5
                     's Columbus           0.42362073         1.5501912E-5
                    Columbus Day           0.42362073         1.5501912E-5
                      Day parade           0.42362073         1.5501912E-5
                 parade recently           0.42362073         1.5501912E-5
                      recently ,           0.42362073         1.5501912E-5
                            , he                 8.47          3.099499E-4
                          he was            4.2777777         1.5654034E-4
                     was dancing           0.42362073         1.5501912E-5
                    dancing with           0.42362073         1.5501912E-5
                        with his           0.42362073         1.5501912E-5
                        his wife           0.42362073         1.5501912E-5
                         wife in           0.42362073         1.5501912E-5
                          in the                  0.0                  0.0
                      the middle             9.529411          3.487178E-4
                       middle of            16.095238          5.889866E-4
                          of the                  0.0                  0.0
                      the avenue           0.42362073         1.5501912E-5
                       avenue in           0.42362073         1.5501912E-5
                          in the                  0.0                  0.0
                        the city            2.5416667          9.300936E-5
                         city 's            1.5078534         5.5178152E-5
                          's old           0.42362073         1.5501912E-5
            old Italian-American           0.42362073         1.5501912E-5
           Italian-American ward           0.42362073         1.5501912E-5
              Richard Rifenburgh           0.42362073         1.5501912E-5
                    Rifenburgh ,           0.42362073         1.5501912E-5
                      , chairman                  0.0                  0.0
                    chairman and                  0.0                  0.0
                       and chief                  0.0                  0.0
                 chief executive                  0.0                  0.0
                    executive of            28.928572         0.0010586077
                          of the                  0.0                  0.0
                    the Longmont           0.42362073         1.5501912E-5
                      Longmont ,           0.42362073         1.5501912E-5
                         , Colo.           0.42362073         1.5501912E-5
                         Colo. ,           0.42362073         1.5501912E-5
                    , disk-drive           0.42362073         1.5501912E-5
                disk-drive maker           0.42362073         1.5501912E-5
                         maker ,            1.5078534         5.5178152E-5
                          , also             6.535948         2.3917545E-4
                       also said                 8.47          3.099499E-4
                        said the                  0.0                  0.0
                     the company              86.0119         0.0031475062
               company continued           0.42362073         1.5501912E-5
                continued losing           0.42362073         1.5501912E-5
                    losing money           0.42362073         1.5501912E-5
                        money in           0.42362073         1.5501912E-5
                          in the                  0.0                  0.0
                       the third            4.2777777         1.5654034E-4
                   third quarter            4.8774195         1.7848353E-4
                     quarter and           0.42362073         1.5501912E-5
                     and expects           0.42362073         1.5501912E-5
                      expects to             6.025974         2.2051355E-4
                      to sustain           0.42362073         1.5501912E-5
                 sustain further           0.42362073         1.5501912E-5
                  further losses           0.42362073         1.5501912E-5
                  losses through           0.42362073         1.5501912E-5
                     through the             6.535948         2.3917545E-4
                         the end            4.8774195         1.7848353E-4
                          end of            4.8774195         1.7848353E-4
                          of the                  0.0                  0.0
                        the year            2.5416667          9.300936E-5
                 Franco Reviglio           0.42362073         1.5501912E-5
                      Reviglio ,           0.42362073         1.5501912E-5
                           , ENI           0.42362073         1.5501912E-5
                    ENI chairman           0.42362073         1.5501912E-5
                      chairman ,                  0.0                  0.0
                         , looks           0.42362073         1.5501912E-5
                       looks for           0.42362073         1.5501912E-5
                    for sweeping           0.42362073         1.5501912E-5
             sweeping structural           0.42362073         1.5501912E-5
               structural change           0.42362073         1.5501912E-5
                       change in            1.5078534         5.5178152E-5
                          in the                  0.0                  0.0
                         the oil            1.5078534         5.5178152E-5
                    oil industry           0.42362073         1.5501912E-5
                     industry --           0.42362073         1.5501912E-5
                           -- he           0.42362073         1.5501912E-5
                        he calls           0.42362073         1.5501912E-5
                        calls it           0.42362073         1.5501912E-5
                            it a           0.42362073         1.5501912E-5
                            a ``            4.7115383          1.724133E-4
                   `` revolution           0.42362073         1.5501912E-5
                   revolution ''           0.42362073         1.5501912E-5
                    '' requiring           0.42362073         1.5501912E-5
