                          Bigram                Count          Probability
                         the end                    5         8.5275725E-4
                          end of                    5         0.0010687567
                          of the                  266          0.040800735
                        the year                    3         5.6850485E-4
                 Franco Reviglio                    1          3.565698E-4
                      Reviglio ,                    1         3.5669698E-4
                           , ENI                    1          2.621232E-4
                    ENI chairman                    1         3.5669698E-4
                      chairman ,                   92          0.015097403
                         , looks                    1          2.621232E-4
                       looks for                    1         3.5669698E-4
                    for sweeping                    1          3.471017E-4
             sweeping structural                    1         3.5669698E-4
               structural change                    1         3.5669698E-4
                       change in                    2          5.345688E-4
                          in the                   92          0.015590947
                         the oil                    2         4.2637862E-4
                    oil industry                    1         3.5625222E-4
                     industry --                    1         3.5599858E-4
                           -- he                    1         3.5511365E-4
                        he calls                    1         3.5137034E-4
                        calls it                    1          3.563792E-4
                            it a                    1         3.5063113E-4
                            a ``                   13         0.0022624435
                   `` revolution                    1         3.4164675E-4
                   revolution ''                    1         3.5669698E-4
                    '' requiring                    1         3.4205575E-4
                  requiring huge                    1          3.566334E-4
                huge investments                    1         3.5669698E-4
                  investments --                    1         3.5669698E-4
                           -- as                    1         3.5511365E-4
                            as a                   25          0.004517026
                        a result                    7         0.0012928249
                       result of                    3          7.122507E-4
                of environmental                    1          3.056235E-4
            environmental issues                    1         3.5669698E-4
                         `` When                    2          5.124701E-4
                         When we                    1          3.564427E-4
                      we started                    1          3.554292E-4
                     started the                    1          3.566334E-4
                     the program                    3         5.6850485E-4
                     program six                    1         3.5599858E-4
                       six years                    2          5.342832E-4
                       years ago                    7         0.0014144272
                           ago ,                    6         0.0012462168
                           , the                  111          0.014678899
                         the use                    2         4.2637862E-4
                          use of                    2          5.348547E-4
                     of Filipino                    1          3.056235E-4
                    Filipino was                    1          3.566334E-4
                      was deemed                    1          3.459609E-4
                   deemed unwise                    1         3.5669698E-4
                       unwise by                    1         3.5669698E-4
                          by the                   43           0.00766417
               the predominantly                    1         2.8425243E-4
            predominantly middle                    1         3.5669698E-4
                    middle class                    3          7.095973E-4
                         class ,                    1         3.5650624E-4
                            , ''                  115          0.015203145
                         '' says                   37         0.0064990595
                      says Lydia                    1         3.5323208E-4
                     Lydia Brown                    1         3.5669698E-4
                         Brown ,                    4          8.911067E-4
                           , the                  111          0.014678899
                     the program                    3         5.6850485E-4
                      program 's                    1         3.5599858E-4
                      's creator                    1          3.338341E-4
                      Mr. Nastro                    1         3.4578147E-4
                       Nastro is                    1         3.5669698E-4
                     is chairman                   12         0.0022440876
                     chairman of                  225          0.036688313
                          of the                  266          0.040800735
                      the Coffee                    1         2.8425243E-4
                        Coffee ,                    1         3.5669698E-4
                         , Sugar                    1          2.621232E-4
                         Sugar &                    1         3.5669698E-4
                         & Cocoa                    1         3.5423308E-4
                  Cocoa Exchange                    1         3.5669698E-4
                     Exchange in                    1         3.5612535E-4
                          in New                    9          0.001676446
                        New York                   26          0.004788083
                        York and                    3          7.101012E-4
                    and director                    4          7.957982E-4
                     director of                   20          0.003716814
                    of commodity                    1          3.056235E-4
        commodity administration                    1         3.5669698E-4
               administration at                    1         3.5606197E-4
                     at Shearson                    1         3.5050823E-4
                 Shearson Lehman                    1         3.5669698E-4
                   Lehman Hutton                    1         3.5669698E-4
                       Ronald J.                    1         3.5669698E-4
                       J. Taylor                    1         3.5511365E-4
                        Taylor ,                    5         0.0010683761
                            , 48                    3          5.242464E-4
                            48 ,                    2          5.348547E-4
                           , was                   51          0.006815203
                       was named                   42         0.0074381595
                  named chairman                   13         0.0024721879
                     chairman of                  225          0.036688313
                         of this                   53          0.008251834
                  this insurance                    3          7.021239E-4
                  insurance firm                    1         3.5625222E-4
                         firm 's                    2          5.323869E-4
                  's reinsurance                    1          3.338341E-4
           reinsurance brokerage                    1          3.566334E-4
                 brokerage group                    1          3.564427E-4
                       group and                    4         8.8495575E-4
                         and its                   11         0.0019099156
                       its major                    1         3.4873583E-4
                      major unit                    1         3.5612535E-4
                          unit ,                    6           0.00124533
                          , G.L.                    1          2.621232E-4
                     G.L. Hodson                    1         3.5669698E-4
                        Hodson &                    1          3.566334E-4
                           & Son                    1         3.5423308E-4
                         Son Inc                    1         3.5669698E-4
                         In 1986                    1          3.539823E-4
                          1986 ,                    2           5.34664E-4
                           , Mr.                   27         0.0036697248
                     Mr. Simmons                    3         6.9156295E-4
                    Simmons also                    1          3.563792E-4
                     also served                    1         3.5323208E-4
                       served on                    1          3.564427E-4
                            on a                   12          0.002258513
                     a committee                    2          4.848093E-4
                    committee of                    6         0.0012426771
                  of businessmen                    1          3.056235E-4
              businessmen headed                    1         3.5669698E-4
                       headed by                    2         5.3475937E-4
                      by William                    1         3.4837137E-4
                 William Seidman                    4          8.876265E-4
                       Seidman ,                    5         0.0010691376
                      , chairman                  187           0.02463958
                     chairman of                  225          0.036688313
                          of the                  266          0.040800735
                     the Federal                   10         0.0015633883
                 Federal Deposit                    3          7.116172E-4
               Deposit Insurance                    3          7.131396E-4
                 Insurance Corp.                    2         5.3409295E-4
                       Corp. and                    3          7.059654E-4
                         and the                   40          0.006525545
                  the Resolution                    3         5.6850485E-4
                Resolution Trust                    3          7.131396E-4
                      Trust Corp                    1         3.5593522E-4
                        Banc One                    4          8.912656E-4
                        One said                    1         3.5593522E-4
                         said ``                    4         8.4932905E-4
                           `` it                    2          5.124701E-4
                           it is                    6          0.001227209
                 is contemplated                    1         3.4524425E-4
                 contemplated ''                    1         3.5669698E-4
                         '' that                    3          6.841115E-4
                       that John                    3          6.822446E-4
                         John B.                    3          7.080899E-4
                        B. McCoy                    1         3.5599858E-4
                         McCoy ,                    1         3.5669698E-4
                      , chairman                  187           0.02463958
                    chairman and                  140           0.02288961
                       and chief                  157          0.025147222
                 chief executive                  164          0.028467909
               executive officer                  114          0.019844694
                       officer ,                   56          0.009928584
                          , will                   21         0.0028833551
                     will assume                    3          6.993007E-4
                      assume the                    3          7.127584E-4
                  the additional                   10         0.0015633883
             additional position                    2          5.336179E-4
                     position of                    6         0.0012451085
                    of president                    3           6.11247E-4
                  president upon                    1          3.511236E-4
                        upon Mr.                    2          5.345688E-4
                    Mr. McKinney                    3         6.9156295E-4
                     McKinney 's                    1          3.565698E-4
                   's retirement                    3          6.676682E-4
                        Indeed ,                    1         3.5669698E-4
                           , one                    2          3.931848E-4
                       one chief                    1          3.550506E-4
                 chief executive                  164          0.028467909
                   executive who                    1          3.451251E-4
                         who was                   10         0.0019284713
                   was downright                    1          3.459609E-4
             downright delighted                    1         3.5669698E-4
                    delighted by                    1         3.5669698E-4
                       by Friday                    1         3.4837137E-4
                       Friday 's                    5         0.0010678057
                       's events                    2         5.0075114E-4
                      events was                    1          3.565698E-4
                      was Robert                    1          3.459609E-4
                 Robert Crandall                    2          5.313496E-4
                      Crandall ,                    3          7.130125E-4
                      , chairman                  187           0.02463958
                     chairman of                  225          0.036688313
                          of AMR                    2          4.584352E-4
                       AMR Corp.                    2          5.342832E-4
                         Corp. ,                   37         0.0067066713
                           , the                  111          0.014678899
                      the parent                    5         8.5275725E-4
                       parent of                    1         3.5593522E-4
                     of American                    6         0.0010696822
               American Airlines                    2         5.3304905E-4
                    Airlines and                    1          3.564427E-4
                         and the                   40          0.006525545
                      the target                    1         2.8425243E-4
                       target of                    2         5.3495006E-4
                            of a                   25          0.003973105
                      a takeover                    1         3.2320622E-4
                  takeover offer                    1         3.5606197E-4
                        offer by                    1          3.548616E-4
                          by Mr.                    2         5.2255706E-4
                       Mr. Trump                    3         6.9156295E-4
                       The board                   25          0.004515457
                       board had                    5         0.0010046886
                        had also                    1         3.5373188E-4
                       also been                    1         3.5323208E-4
                   been expected                    1          3.543586E-4
                     expected to                    6         0.0012466607
                      to approve                    4          7.993605E-4
                       approve a                    2          5.345688E-4
                        a SKr1.5                    1         3.2320622E-4
                  SKr1.5 billion                    1         3.5669698E-4
           billion international                    1         3.5536604E-4
          international offering                    1          3.564427E-4
                     offering of                    1          3.563792E-4
                          of new                    2          4.584352E-4
                  new Trelleborg                    1         3.5260932E-4
               Trelleborg shares                    1          3.566334E-4
                             g -                    1         3.5669698E-4
                      - 10.06.89                    1          3.563792E-4
              10.06.89 NAV:22.15                    1         3.5669698E-4
                            `` I                    9         0.0017082337
                            I 'm                    5         0.0010670461
                          'm not                    3          7.128854E-4
                   not obligated                    1          3.553029E-4
                    obligated to                    1         3.5669698E-4
                          to sit                    1          3.197442E-4
                        sit down                    1          3.566334E-4
                        down and                    1         3.5561877E-4
                        and talk                    2          4.774789E-4
                         talk to                    2          5.348547E-4
                      to anybody                    1          3.197442E-4
                       anybody ,                    1         3.5669698E-4
                            , ''                  115          0.015203145
                          '' the                    5         0.0010261673
                      the Jaguar                    2         4.2637862E-4
                 Jaguar chairman                    3         7.1250444E-4
               chairman asserted                    1         3.2467532E-4
              asserted yesterday                    1         3.5669698E-4
                          In New                    1          3.539823E-4
                        New York                   26          0.004788083
                       York City                    2          5.325759E-4
                          City ,                    3         7.1237754E-4
                           , the                  111          0.014678899
                         the new                   23          0.003411029
                  new Chancellor                    1         3.5260932E-4
                    Chancellor ,                    1         3.5669698E-4
                        , Joseph                    3          5.242464E-4
                Joseph Fernandez                    1         3.5593522E-4
                     Fernandez ,                    1         3.5669698E-4
                           , has                   12         0.0017038007
                      has landed                    1          3.511236E-4
                     landed like                    1         3.5669698E-4
                          like a                    2         5.3409295E-4
                       a 16-inch                    1         3.2320622E-4
                   16-inch shell                    1         3.5669698E-4
                        shell in                    1         3.5669698E-4
                          in the                   92          0.015590947
                      the middle                   17         0.0025582716
                       middle of                   12         0.0023061913
                            of a                   25          0.003973105
                        a system                    1         3.2320622E-4
                     system that                    1          3.564427E-4
                        that has                    2         5.1168347E-4
                        has been                   17         0.0031601123
                 been impervious                    1          3.543586E-4
                   impervious to                    1         3.5669698E-4
                      to serious                    1          3.197442E-4
                  serious reform                    1          3.565698E-4
                       Under the                    3          7.128854E-4
                   the direction                    1         2.8425243E-4
                    direction of                    1         3.5669698E-4
                          of its                   29          0.004584352
                         its new                    1         3.4873583E-4
                    new chairman                    6         0.0012341326
                      chairman ,                   92          0.015097403
                     , Francisco                    1          2.621232E-4
                 Francisco Luzon                    1          3.566334E-4
                         Luzon ,                    1         3.5669698E-4
                         , Spain                    1          2.621232E-4
                        Spain 's                    1         3.5669698E-4
                      's seventh                    1          3.338341E-4
                 seventh largest                    1         3.5669698E-4
                    largest bank                    1         3.5650624E-4
                         bank is                    2          5.323869E-4
                   is undergoing                    1         3.4524425E-4
                    undergoing a                    1         3.5669698E-4
                         a tough                    1         3.2320622E-4
             tough restructuring                    1          3.566334E-4
              restructuring that                    1          3.564427E-4
                   that analysts                    1          3.411223E-4
                    analysts say                    1         3.5618877E-4
                         say may                    1         3.5593522E-4
                          may be                    7         0.0014222222
                          be the                    3           7.00035E-4
                       the first                    6          9.948835E-4
                      first step                    1         3.5612535E-4
                     step toward                    1          3.565698E-4
                      toward the                    5         0.0010689471
                        the bank                   12         0.0018476407
                         bank 's                   10         0.0019520852
                's privatization                    1          3.338341E-4
                      In January                    2          5.309734E-4
                       January ,                    3          7.127584E-4
                            , he                   10         0.0014416776
                     he accepted                    1         3.5137034E-4
                    accepted the                    2           5.34664E-4
                    the position                    1         2.8425243E-4
                     position of                    6         0.0012451085
                         of vice                    5          9.168704E-4
                   vice chairman                   43         0.0077711055
                     chairman of                  225          0.036688313
                      of Carlyle                    1          3.056235E-4
                   Carlyle Group                    1         3.5669698E-4
                         Group ,                    4         8.8904693E-4
                             , a                   68           0.00904325
                      a merchant                    1         3.2320622E-4
                merchant banking                    1          3.566334E-4
                 banking concern                    2          5.342832E-4
                             e -                    1         3.5669698E-4
                            - In                    1          3.563792E-4
                     In Canadian                    1          3.539823E-4
                Canadian dollars                    2         5.3475937E-4
                     In addition                    7         0.0014159292
                      addition ,                    6         0.0012466607
                           , the                  111          0.014678899
                    the chairman                   39          0.005685048
                    chairman has                    1         3.2467532E-4
                           has a                    5         0.0010533708
                          a wary                    1         3.2320622E-4
                        wary eye                    1         3.5669698E-4
                       eye aimed                    1         3.5669698E-4
                         aimed a                    1         3.5650624E-4
                          a year                    7         0.0012928249
                         year or                    1         3.5473573E-4
                          or two                    1         3.5323208E-4
                        two down                    1          3.548616E-4
                        down the                    7         0.0014224751
                        the road                   20         0.0029846504
                          But it                    2          5.323869E-4
                         it said                    1         3.5063113E-4
                    said Charles                    1          3.397316E-4
                Charles Johnston                    1         3.5606197E-4
                      Johnston ,                    1         3.5669698E-4
                           , ISI                    1          2.621232E-4
                    ISI chairman                    1          3.565698E-4
                    chairman and                  140           0.02288961
                   and president                   11         0.0019099156
                     president ,                   19          0.003511236
                        , agreed                    1          2.621232E-4
                       agreed to                    8         0.0016028495
                         to sell                    9          0.001598721
                        sell his                    2         5.3399784E-4
                          his 60                    1         3.5174112E-4
                            60 %                    1          3.565698E-4
                         % stake                   12         0.0022968198
                        stake in                   13         0.0024888888
                          in ISI                    1          3.352892E-4
                          ISI to                    1          3.565698E-4
                      to Memotec                    1          3.197442E-4
                    Memotec upon                    1          3.566334E-4
                 upon completion                    1          3.563792E-4
                   completion of                    1         3.5669698E-4
                          of the                  266          0.040800735
                      the tender                    1         2.8425243E-4
                    tender offer                    2         5.3495006E-4
                       offer for                    5         0.0010645848
                           for a                   15         0.0027768137
                   a combination                    2          4.848093E-4
                  combination of                    2         5.3495006E-4
                         of cash                    1          3.056235E-4
                          cash ,                    1         3.5650624E-4
                       , Memotec                    1          2.621232E-4
                   Memotec stock                    1          3.566334E-4
                       stock and                    2          5.313496E-4
                  and debentures                    1         3.1831927E-4
                           `` It                   10          0.001879057
                          It has                    2         5.3304905E-4
                          has an                    2          5.266854E-4
                     an archival                    1           3.51803E-4
                      archival ,                    1         3.5669698E-4
                        , almost                    2          3.931848E-4
                almost nostalgic                    1         3.5625222E-4
               nostalgic quality                    1         3.5669698E-4
                      quality to                    1          3.566334E-4
                           to it                    1          3.197442E-4
                            it ,                    4         8.7657786E-4
                            , ''                  115          0.015203145
                         '' says                   37         0.0064990595
                       says Owen                    1         3.5323208E-4
                         Owen B.                    1         3.5669698E-4
                       B. Butler                    1         3.5599858E-4
                        Butler ,                    3          7.130125E-4
                           , the                  111          0.014678899
                    the chairman                   39          0.005685048
                     chairman of                  225          0.036688313
                          of the                  266          0.040800735
                     the applied                    1         2.8425243E-4
             applied photography                    1         3.5669698E-4
          photography department                    1         3.5669698E-4
                   department at                    3          7.128854E-4
                    at Rochester                    1         3.5050823E-4
             Rochester Institute                    2         5.3495006E-4
                    Institute of                    3          7.128854E-4
                   of Technology                    2          4.584352E-4
                   Mr. Robertson                    1         3.4578147E-4
                   Robertson was                    1         3.5669698E-4
                        was also                    2          5.189414E-4
                    also removed                    1         3.5323208E-4
                    removed from                    1          3.566334E-4
                        from the                   22         0.0040436005
                       the board                  144            0.0206083
                        board of                   27         0.0046885465
                        of First                    5          9.168704E-4
                  First National                    2         5.3437834E-4
                   National Bank                    4         8.8952144E-4
                         Bank of                    4          8.896797E-4
                          of New                    5          9.168704E-4
                New Jersey-Salem                    1          3.546728E-4
             Jersey-Salem County                    1         3.5669698E-4
                        County ,                    1          3.564427E-4
                       , another                    2          3.931848E-4
                    another unit                    1          3.558719E-4
                          unit ,                    6           0.00124533
                           , and                   88          0.011664483
                         and the                   40          0.006525545
                        the Toms                    1         2.8425243E-4
                      Toms River                    2         5.3495006E-4
                      River bank                    1          3.566334E-4
                          He was                    6         0.0012409147
                       was named                   42         0.0074381595
                     named chief                    2         5.2975456E-4
                 chief executive                  164          0.028467909
               executive officer                  114          0.019844694
                      officer of                   46          0.008186727
                      of Applied                    1          3.056235E-4
                      Applied in                    1         3.5669698E-4
                         in 1986                    2          5.029338E-4
                        1986 and                    1          3.564427E-4
                      and became                    1         3.1831927E-4
                 became chairman                    1         3.5650624E-4
                   chairman last                    2           4.87013E-4
                   last November                    1          3.546728E-4
                       However ,                    7         0.0014252628
                             , a                   68           0.00904325
                      a catalyst                    1         3.2320622E-4
                   catalyst like                    1          3.566334E-4
                   like Coniston                    1         3.5606197E-4
                  Coniston could                    1          3.563792E-4
                      could seek                    1         3.5517671E-4
                seek shareholder                    1         3.5612535E-4
             shareholder support                    1          3.558719E-4
                     support for                    1          3.563792E-4
                           for a                   15         0.0027768137
                          a sale                    3         6.4641243E-4
                         sale to                    1         3.5618877E-4
                            to a                   12         0.0020783374
              a labor-management                    2          4.848093E-4
          labor-management group                    2           5.34664E-4
                        group at                    1          3.539823E-4
                          at the                   28         0.0050823693
                        the last                    4           7.10631E-4
                      last price                    1          3.546728E-4
                 price discussed                    1         3.5599858E-4
                    discussed by                    1          3.566334E-4
                         by that                    1         3.4837137E-4
                      that group                    2         5.1168347E-4
                    group before                    1          3.539823E-4
                      before the                   10         0.0019559034
                       the board                  144            0.0206083
                   board meeting                   10          0.001841929
                  meeting Monday                    2         5.3304905E-4
                 Walter Connolly                    1          3.564427E-4
                      Connolly ,                    1         3.5669698E-4
                      , chairman                  187           0.02463958
                      chairman ,                   92          0.015097403
                          , said                  100          0.013237221
                         said in                    9         0.0016986581
                           in an                    9          0.001676446
                    an interview                    8         0.0015831135
                  interview that                    3         7.1237754E-4
                        that the                   52          0.009039741
                     the company                   84          0.012080728
                 company expects                    3          6.952894E-4
                      expects to                    7         0.0014237409
                       to record                    1          3.197442E-4
                   record pretax                    1         3.5669698E-4
                    pretax gains                    1         3.5669698E-4
                        gains of                    1          3.565698E-4
                            of $                    8         0.0013753056
                           $ 100                    2          5.257623E-4
                     100 million                    1          3.566334E-4
                      million to                    3          7.069636E-4
                            to $                    9          0.001598721
                           $ 125                    1         3.5050823E-4
                     125 million                    1         3.5669698E-4
                    million from                    3          7.069636E-4
                        from the                   22         0.0040436005
                        the sale                    4           7.10631E-4
                         sale of                    2          5.342832E-4
                          of its                   29          0.004584352
                     its leasing                    1         3.4873583E-4
              leasing operations                    1         3.5669698E-4
                  operations and                    2         5.3437834E-4
                          and of                    2          4.774789E-4
                      of certain                    1          3.056235E-4
               certain financial                    1          3.563792E-4
            financial processing                    1          3.553029E-4
             processing services                    1          3.566334E-4
                       The board                   25          0.004515457
                        board is                    8         0.0015070328
                    is dominated                    1         3.4524425E-4
                    dominated by                    1         3.5669698E-4
                          by the                   43           0.00766417
                       the heirs                    1         2.8425243E-4
                        heirs of                    1         3.5669698E-4
                          of the                  266          0.040800735
                        the late                    1         2.8425243E-4
                       late John                    1          3.565698E-4
                         John T.                    1         3.5404495E-4
                     T. Dorrance                    1         3.5612535E-4
                    Dorrance Jr.                    1          3.566334E-4
                           Jr. ,                   27          0.004969826
                           , who                   63          0.008387943
                  who controlled                    1         3.5063113E-4
                controlled about                    1          3.564427E-4
                        about 58                    2          5.311615E-4
                            58 %                    2          5.345688E-4
                            % of                   15          0.002826855
                     of Campbell                    1          3.056235E-4
                     Campbell 's                    2         5.3495006E-4
                        's stock                    2         5.0075114E-4
                      stock when                    1         3.5423308E-4
                         when he                    5         0.0010649627
                         he died                    1         3.5137034E-4
                         died in                    1         3.5669698E-4
                        in April                    5         0.0010058676
                          It was                    1         3.5536604E-4
                           was ,                    2          5.189414E-4
                         , after                    1          2.621232E-4
                       after all                    1         3.5498757E-4
                           all ,                    2         5.3352304E-4
                          , only                    2          3.931848E-4
                        only his                    1          3.557453E-4
                      his second                    1         3.5174112E-4
                     second full                    1          3.565698E-4
                        full day                    1          3.564427E-4
                          day as                    1         3.5618877E-4
                     as chairman                   25          0.004517026
                     chairman of                  225          0.036688313
                          of the                  266          0.040800735
                  the Securities                    5         8.5275725E-4
                  Securities and                    6         0.0012468828
                    and Exchange                    6         0.0011141174
             Exchange Commission                    5         0.0010683761
                      We finally                    1          3.557453E-4
            finally rendezvoused                    1          3.566334E-4
               rendezvoused with                    1         3.5669698E-4
                        with our                    1         3.4995624E-4
                     our balloon                    1         3.5568202E-4
                       balloon ,                    1          3.566334E-4
                         , which                   37         0.0049803406
                       which had                    2         5.3069164E-4
                        had come                    1         3.5373188E-4
                         come to                    3          7.130125E-4
                         to rest                    1          3.197442E-4
                         rest on                    1          3.566334E-4
                            on a                   12          0.002258513
                          a dirt                    2          4.848093E-4
                       dirt road                    2         5.3495006E-4
                       road amid                    1         3.5379446E-4
                          amid a                    1          3.566334E-4
                        a clutch                    1         3.2320622E-4
                       clutch of                    1         3.5669698E-4
                    of Epinalers                    1          3.056235E-4
                   Epinalers who                    1         3.5669698E-4
                     who watched                    1         3.5063113E-4
                      watched us                    1         3.5669698E-4
                  us disassemble                    1         3.5618877E-4
                 disassemble our                    1         3.5669698E-4
                       our craft                    1         3.5568202E-4
                        craft --                    1         3.5669698E-4
                      -- another                    1         3.5511365E-4
            another half-an-hour                    1          3.558719E-4
                 half-an-hour of                    1         3.5669698E-4
                   of non-flight                    1          3.056235E-4
             non-flight activity                    1         3.5669698E-4
                     activity --                    1         3.5669698E-4
                         -- that                    2         5.3267047E-4
                   that included                    2         5.1168347E-4
                    included the                    2          5.348547E-4
                   the precision                    1         2.8425243E-4
